Title,Composer,CatNo,Date,Range,Inst1,Inst2,Inst3,Genre,Subgenre,Species ,Species2,Nationality,Key,Modulation,Folder,Filename,Comments
Gavotte I from English Suite no 6,Bach,BWV811,1715,,Harpsichord,,,SoloSuitePartita,,,,,,,Bach,,
Gavotte II from English Suite no 6,Bach,BWV811,1715,,Harpsichord,,,SoloSuitePartita,,,,,,,Bach,,
Gigue from English Suite No 6,Bach,BWV811,1715,,Harpsichord,,,SoloSuitePartita,,,,,,,Bach,,
Gigue from French Suite no 4,Bach,BWV815,,1722-1725,Harpsichord,,,SoloSuitePartita,,Gigue,,Germany,Eb major,,Bach,,
Fugue from Toccata and Fugue in F major,Bach,BWV540,,1713-1731,Organ,,,ToccataAndFugue,,Fugue,,Germany,F major,,Bach,,
Prelude from Prelude and Fugue in G major,Bach,BWV550,1710,,Organ,,,PreludeAndFugue,,Prelude,,Germany,G major,,Bach,,
Fugue from Fantasy and Fugue in A minor,Bach,BWV561,,1710-1740,organ,,,FantasyandFugue,,Fugue,,Germany,A minor,,Bach,,
"Christ lag in Todes Banden, Sinfonia",Bach,BWV 4,,1724-1725,SATB,Orchestra,,Cantata,,,,Germany,,,Bach,,Whole Cantata in one MIDI file
"Christ lag in Todes Banden, Verse 1",Bach,BWV 4,,1724-1725,SATB,Orchestra,,Cantata,,,,Germany,,,Bach,,Whole Cantata in one MIDI file
"Christ lag in Todes Banden, Verse 2",Bach,BWV 4,,1724-1725,SATB,Orchestra,,Cantata,,,,Germany,,,Bach,,Whole Cantata in one MIDI file
"Christ lag in Todes Banden, Verse 3",Bach,BWV 4,,1724-1725,SATB,Orchestra,,Cantata,,,,Germany,,,Bach,,Whole Cantata in one MIDI file
"Christ lag in Todes Banden, Verse 4",Bach,BWV 4,,1724-1725,SATB,Orchestra,,Cantata,,,,Germany,,,Bach,,Whole Cantata in one MIDI file
"Christ lag in Todes Banden, Verse 5",Bach,BWV 4,,1724-1725,SATB,Orchestra,,Cantata,,,,Germany,,,Bach,,Whole Cantata in one MIDI file
"Christ lag in Todes Banden, Verse 6",Bach,BWV 4,,1724-1725,SATB,Orchestra,,Cantata,,,,Germany,,,Bach,,Whole Cantata in one MIDI file
"Christ lag in Todes Banden, Verse 7",Bach,BWV 4,,1724-1725,SATB,Orchestra,,Cantata,,,,Germany,,,Bach,,Whole Cantata in one MIDI file
"Lobet Gott in seinen Reichen; Jesu, deine Gnadenblicke",Bach,BWV11,1735,,Soprano,Orchestra,,Cantata,,CantataAria,,Germany,,,Bach,,not in MIDI database 
Grappe d'Or,Bachman,,,1860-1890,Piano,,,OtherSolo,,,,,Eb major,,B,Grappe d'Or Eb major,
L'Echo des Bois,Badarzewska,,,1850-1860,Piano,,,OtherSolo,,,,Poland,Bb major,,B,L'Echo des Bois Bb major,
The Maidens Prayer,Badarzewska,Op4,1856,,Piano,,,OtherSolo,,,,Poland,Eb major,,B,The Maidens Prayer Eb major,
Islamey Fantaisie Orientale,Balakirev,Op18,1869,,Piano,,,OtherSolo,,,,Russia,Db major,,B,Islamey Fantaisie Orientale Db major,
Symphony in C 4 Allegro Moderat Tempo di Polacca,Balakirev,No1,1864,,Orchestra,,,Symphony,,,,Russia,C major,,B,Symphony in C 4 Allegro Moderat Tempo di Polacca No1 C major,
"Come into the Garden, Maud",Balfe,,1843,,Piano,,,SongSecular,,,,Ireland,C major,,B,"Come into the Garden, Maud C major",
The Bohemian Girl The Dream I Dreamt I Dwelt in Marble Halls,Balfe,,1843,,Piano,,,OtherSolo,,,,Ireland,Eb major,,B,The Bohemian Girl The Dream I Dreamt I Dwelt in Marble Halls Eb major,
Come unto these yellow sands The Ariels Songs in the Play called the Tempest,Banister,,1675,,Piano,Oboe,,Duet,,,,Germany,F major,,B,Come unto these yellow sands The Ariels Songs in the Play called the Tempest F major,
"El Barberillo de Lavapies, zarzuela Seleccion",Barbieri,,1874,,Orchestra,,,Opera,,,,Spain,G minor,,B,"El Barberillo de Lavapies, zarzuela Seleccion G minor",
"Piano Sonata in C 1 Allegro Moderato, Ma Con Passione",Bargiel,Op34,1867,,Piano,,,SoloSonata,,FirstMovement,,Germany,C major,,B,"Piano Sonata in C 1 Allegro Moderato, Ma Con Passione C major",
Piano Sonata in C 2 Andante un poco con moto,Bargiel,Op34,1867,,Piano,,,SoloSonata,,SlowMovement,,Germany,F major,,B,Piano Sonata in C 2 Andante un poco con moto F major,
Piano Sonata in C 3 Finale Adagio Maestoso-Allegro Molto-Prestissimo,Bargiel,Op34,1867,,Piano,,,SoloSonata,,LastMovement,,Germany,F major,,B,Piano Sonata in C 3 Finale Adagio Maestoso-Allegro Molto-Prestissimo F major,
Behave yourself,Bargy,,1922,,Piano,,,OtherSolo,,,,,F major,,B,Behave yourself F major,
Fim Jams,Bargy,,1922,,Piano,,,OtherSolo,,,,,F major,,B,Jim Jams F major,
Justin-Tyme,Bargy,,1922,,Piano,,,OtherSolo,,,,,C major,F major,B,Justin-Tyme C major,
Knice and Knifty,Bargy,,1922,,Piano,,,OtherSolo,,,,,Eb major,Ab major,B,Knice and Knifty Eb major,
Pianoflage,Bargy,,1922,,Piano,,,OtherSolo,,,,,C major,,B,Pianoflage C major,
Rufenreddy,Bargy,,1922,,Piano,,,OtherSolo,,,,,F major,,B,Rufenreddy F major,
Slipova,Bargy,,1922,,Piano,,,OtherSolo,,,,,Ab major,,B,Slipova Ab major,
Sunshine Capers,Bargy,,1922,,Piano,,,OtherSolo,,,,,A major,D major,B,Sunshine Capers A major,
The Pals,Barnard,,1905,,Orchestra,,,Prelude,,,,,Eb major,,B,The Pals Eb major,
She Sat Within the Abbey Walls,Barnett,,1835,,Piano,,,OtherSolo,,,,England,Eb major,,B,She Sat Within the Abbey Walls Eb major,
Suite in A- for Lute,Baron,,1728,,Guitar,,,OtherSolo,,,,Germany,A minor,,B,Suite in A- for Lute A minor,
Rigaudon of St. Catherine,Barret,,,1685-1715,Piano,,,OtherSolo,,,,,A minor,,B,Rigaudon of St. Catherine A minor,
Una limosna por el amor de Dios An aim for the love of god-Andatino Grand Tremelo,Barrios,,,1920-1930,Guitar,,,OtherSolo,,,,Paraguay,E minor,E major,B,Una limosna por el amor de Dios An aim for the love of god-Andatino Grand Tremelo E minor,
Allegro Barbero,Bartok,BB63,1911,,Piano,,,OtherSolo,,,,Hungary,F# minor,,B,Allegro Barbero F# minor,
Bagatelle,Bartok,Op6No1,1908,,Piano,,,OtherSolo,,,,Hungary,C major,,B,Bagatelle Op6No1 C major,
Bagatelle,Bartok,Op6No10,1908,,Piano,,,OtherSolo,,,,Hungary,Undeterminable,,B,Bagatelle Op6No10 Undeterminable,Played by vibraphone
Bagatelle,Bartok,Op6No14,1908,,Piano,,,OtherSolo,,,,Hungary,Undeterminable,,B,Bagatelle Op6No14 Undeterminable,
Bagatelle,Bartok,Op6No2,1908,,Piano,,,OtherSolo,,,,Hungary,Undeterminable,,B,Bagatelle Op6No2 Undeterminable,
Bagatelle,Bartok,Op6No3,1908,,Piano,,,OtherSolo,,,,Hungary,Undeterminable,,B,Bagatelle Op6No3 Undeterminable,
Children's Piece,Bartok,No2,1909,,Orchestra,,,Prelude,,,,Hungary,G major,,B,Children's Piece No2 G major,
Concerto for Orchestra 1 Introduzione,Bartok,Sz116,1943,,Orchestra,,,Concerto,,,,Hungary,Undeterminable,,B,Concerto for Orchestra 1 Introduzione Undeterminable,
Concerto for Orchestra 2 Giuoco delle coppie,Bartok,Sz116,1943,,Orchestra,,,Concerto,,,,Hungary,D major,,B,Concerto for Orchestra 2 Giuoco delle coppie D major,
Concerto for Orchestra 4 Intermezzo interrotto,Bartok,Sz116,1943,,Orchestra,,,Concerto,,,,Hungary,Undeterminable,,B,Concerto for Orchestra 4 Intermezzo interrotto Undeterminable,
Concerto for Orchestra 5 Finale,Bartok,Sz116,1943,,Orchestra,,,Concerto,,,,Hungary,Undeterminable,,B,Concerto for Orchestra 5 Finale Undeterminable,
Four Piano Pieces Scherzo,Bartok,,1903,,Piano,,,OtherSolo,,,,Hungary,E minor,E major,B,Four Piano Pieces Scherzo E minor,
Hiadel Song of the Hayharvesters,Bartok,Sz70,1924,,Piano,Voice,,SongSecular,,,,Hungary,F major,,B,Hiadel Song of the Hayharvesters F major,
Romanian Dance,Bartok,Sz56,1911,,Piano,,,OtherSolo,,,,Hungary,Undeterminable,,B,Romanian Dance Undeterminable,
Romanian Folk Dances 1 Der Tanz mit dem Stabe,Bartok,,1917,,Piano,,,OtherSolo,,,,Hungary,A minor,,B,Romanian Folk Dances 1 Der Tanz mit dem Stabe A minor,
Romanian Folk Dances 2 Braul,Bartok,,1917,,Piano,,,OtherSolo,,,,Hungary,D minor,,B,Romanian Folk Dances 2 Braul D minor,
Romanian Folk Dances 3 Der Stampfer,Bartok,,1917,,Piano,,,OtherSolo,,,,Hungary,B minor,,B,Romanian Folk Dances 3 Der Stampfer B minor,
Romanian Folk Dances 4 Tanz aus Butschum,Bartok,,1917,,Piano,,,OtherSolo,,,,Hungary,A major,,B,Romanian Folk Dances 4 Tanz aus Butschum A major,
Romanian Folk Dances 5 Rumanisch Polka,Bartok,,1917,,Piano,,,OtherSolo,,,,Hungary,D major,,B,Romanian Folk Dances 5 Rumanisch Polka D major,
Romanian Folk Dances 6 Schnell-Tanz,Bartok,,1917,,Piano,,,OtherSolo,,,,Hungary,D major,A major,B,Romanian Folk Dances 6 Schnell-Tanz D major,
Seven Sketches See Saw,Bartok,Op9,1908,,Piano,,,OtherSolo,,,,Hungary,Undeterminable,,B,Seven Sketches See Saw Op9 Undeterminable,
Suite 1 Allegretto,Bartok,Op14,1918,,Piano,,,OtherSolo,,,,Hungary,Bb major,,B,Suite 1 Allegretto Bb major,
Suite 2 Scherzo,Bartok,Op14,1918,,Piano,,,OtherSolo,,,,Hungary,Undeterminable,,B,Suite 2 Scherzo Undeterminable,
Suite 3 Allegro Molto,Bartok,Op14,1918,,Piano,,,OtherSolo,,,,Hungary,Undeterminable,,B,Suite 3 Allegro Molto Undeterminable,
Suite 4 Sostenuto,Bartok,Op14,1918,,Piano,,,OtherSolo,,,,Hungary,Undeterminable,,B,Suite 4 Sostenuto Undeterminable,
Ten Easy Piano Pieces 0 Dedication,Bartok,Sz39,1908,,Piano,,,OtherSolo,,,,Hungary,Undeterminable,,B,Ten Easy Piano Pieces 0 Dedication No0 Undeterminable,
Ten Easy Piano Pieces 1 Peasant's Song,Bartok,Sz39,1908,,Piano,,,OtherSolo,,,,Hungary,C# minor,,B,Ten Easy Piano Pieces 1 Peasant's Song No1 C# minor,
Ten Easy Piano Pieces 10 Bear Dance,Bartok,Sz39,1908,,Piano,,,OtherSolo,,,,Hungary,D minor,,B,Ten Easy Piano Pieces 10 Bear Dance No10 D minor,
Ten Easy Piano Pieces 2 Painful Wrestling,Bartok,Sz39,1908,,Piano,,,OtherSolo,,,,Hungary,Undeterminable,,B,Ten Easy Piano Pieces 2 Painful Wrestling No2 Undeterminable,
Ten Easy Piano Pieces 3 Slovak Peasant's Dance,Bartok,Sz39,1908,,Piano,,,OtherSolo,,,,Hungary,Undeterminable,,B,Ten Easy Piano Pieces 3 Slovak Peasant's Dance No3 Undeterminable,
Ten Easy Piano Pieces 4 Sostenuto,Bartok,Sz39,1908,,Piano,,,OtherSolo,,,,Hungary,Undeterminable,,B,Ten Easy Piano Pieces 4 Sostenuto No4 C minor,
Ten Easy Piano Pieces 5 Evening in the Village,Bartok,Sz39,1908,,Piano,,,OtherSolo,,,,Hungary,E minor,,B,Ten Easy Piano Pieces 5 Evening in the Village No5 E minor,
Ten Easy Piano Pieces 6 Hungarian Folksong,Bartok,Sz39,1908,,Piano,,,OtherSolo,,,,Hungary,C major,,B,Ten Easy Piano Pieces 6 Hungarian Folksong No6 C major,
Ten Easy Piano Pieces 7 Aurora,Bartok,Sz39,1908,,Piano,,,OtherSolo,,,,Hungary,Undeterminable,,B,Ten Easy Piano Pieces 7 Aurora No7 Undeterminable,
Ten Easy Piano Pieces 8 Hungarian Folksong,Bartok,Sz39,1908,,Piano,,,OtherSolo,,,,Hungary,C minor,,B,Ten Easy Piano Pieces 8 Hungarian Folksong No8 C minor,
Ten Easy Piano Pieces 9 Finger Exercise,Bartok,Sz39,1908,,Piano,,,OtherSolo,,,,Hungary,A minor,,B,Ten Easy Piano Pieces 9 Finger Exercise No9 A minor,
Gavotte,Bayreuth,,1748,,Piano,Violin,,Duet,,,,Germany,G minor,,B,Gavotte G minor,Violin played by piano.
La Voyage en Chine Ouverture,Bazin,,1865,,Piano,,,Overture,,,,France,D major,,B,La Voyage en Chine Ouverture D major,
Ronde des Lutins,Bazzini,,1852,,Piano,Violin,,Duet,,,,Italy,E minor,E major,B,Ronde des Lutins E minor,
Violin Sonata #7 Op. 30 No. 2 iv,Beethoven,Op30no2,1803,,Violin,Piano,,AccompaniedSonata,,LastMovement,,Germany,,,Beethoven,<Corrupt>,
Allegro for Mechanical Clock or Flute ,Beethoven,WoO33,,,Flute,,,CharacterPiece,,,,Germany,C major,,Beethoven,Allegro for a FluteClock WoO 33 C major,
Andante favorio WoO57 (from Waldstein),Beethoven,WoO57,1805,,piano,,,SoloSonata,,SlowMovement,,Germany,F major,,Beethoven,Andante favori WoO57 F major,
Anglaise H61 in D major,Beethoven,H61,,1790-1820,piano,,,CharacterPiece,,,,Germany,D major,,Beethoven,Anglaise H61 D major,ambiguous dates
Bagatelle WoO 52 in C minor,Beethoven,WoO52,,1795-1822,piano,,,Bagatelle,,,,Germany,C minor,,Beethoven,Bagatelle WoO52 C minor,
Bagatelle WoO 56 in C major,Beethoven,WoO56,,1803-1822,piano,,,Bagatelle,,,,Germany,C major,,Beethoven,Bagatelle WoO56 C major,
Bagatelle WoO59 (Fur Elise),Beethoven,Woo59,1810,,piano,,,Bagatelle,,,,Germany,A minor,,Beethoven,Bagatelle WoO59 Fur Elise A minor,
Bagatelles Op. 119 No. 10,Beethoven,Op119no10,,1790-1820,piano,,,Bagatelle,,,,Germany,A major,,Beethoven,Bagatelles Op 119 10 A major,
Bagatelles Op. 119 No. 11,Beethoven,Op119no11,,1790-1820,piano,,,Bagatelle,,,,Germany,Bb major,,Beethoven,Bagatelles Op 119 11 Bb major,
Bagatelles Op. 119 No. 2,Beethoven,Op119no2,,1790-1820,piano,,,Bagatelle,,,,Germany,C major,,Beethoven,Bagatelles Op 119 2 C major,
Bagatelles Op. 119 No. 3,Beethoven,Op119no3,,1790-1820,piano,,,Bagatelle,,,,Germany,D major,,Beethoven,Bagatelles Op 119 3 D major,
Bagatelles Op. 119 No. 4,Beethoven,Op119no4,,1790-1820,piano,,,Bagatelle,,,,Germany,A major,,Beethoven,Bagatelles Op 119 4 A major,
Bagatelles Op. 119 No. 5,Beethoven,Op119no5,,1790-1820,piano,,,Bagatelle,,,,Germany,C minor,,Beethoven,Bagatelles Op 119 5 C minor,
Bagatelles Op. 119 No. 6,Beethoven,Op119no6,,1790-1820,piano,,,Bagatelle,,,,Germany,G major,,Beethoven,Bagatelles Op 119 6 G major,
Bagatelles Op. 119 No. 7,Beethoven,Op119no7,,1790-1820,piano,,,Bagatelle,,,,Germany,C major,,Beethoven,Bagatelles Op 119 7 C major,
Bagatelles Op. 119 No. 8,Beethoven,Op119no8,,1790-1820,piano,,,Bagatelle,,,,Germany,C major,,Beethoven,Bagatelles Op 119 8 C major,
Bagatelles Op. 119 No. 9,Beethoven,Op119no9,,1790-1820,piano,,,Bagatelle,,,,Germany,A minor,,Beethoven,Bagatelles Op 119 9 A minor,
Bagatelles Op. 126 No. 1,Beethoven,Op126no1,1825,,piano,,,Bagatelle,,,,Germany,G major,,Beethoven,Bagatelles Op 126 1 G major,
Bagatelles Op. 126 No. 2,Beethoven,Op126no2,1825,,piano,,,Bagatelle,,,,Germany,G minor,,Beethoven,Bagatelles Op 126 2 G minor,
Bagatelles Op. 126 No. 3,Beethoven,Op126no3,1825,,piano,,,Bagatelle,,,,Germany,Eb major,,Beethoven,Bagatelles Op 126 3 Eb major,
Bagatelles Op. 126 No. 4,Beethoven,Op126no4,1825,,piano,,,Bagatelle,,,,Germany,B minor,B major,Beethoven,Bagatelles Op 126 4 B minor,
Bagatelles Op. 126 No. 5,Beethoven,Op126no5,1825,,piano,,,Bagatelle,,,,Germany,G major,,Beethoven,Bagatelles Op 126 5 G major,
Bagatelles Op. 126 No. 6,Beethoven,Op126no6,1825,,piano,,,Bagatelle,,,,Germany,Eb major,,Beethoven,Bagatelles Op 126 6 Eb major,
Bagatelles Op. 33 No. 1,Beethoven,Op33no1,1802,,piano,,,Bagatelle,,,,Germany,Eb major,,Beethoven,Bagatelles Op 33 1 Eb major,
Bagatelles Op. 33 No. 2,Beethoven,Op33no2,1802,,piano,,,Bagatelle,,,,Germany,C major,,Beethoven,Bagatelles Op 33 2 C major,
Bagatelles Op. 33 No. 3,Beethoven,Op33no3,1802,,piano,,,Bagatelle,,,,Germany,F major,,Beethoven,Bagatelles Op 33 3 F major,
Bagatelles Op. 33 No. 4,Beethoven,Op33no4,1802,,piano,,,Bagatelle,,,,Germany,A major,,Beethoven,Bagatelles Op 33 4 A major,
Bagatelles Op. 33 No. 5,Beethoven,Op33no5,1802,,piano,,,Bagatelle,,,,Germany,C major,,Beethoven,Bagatelles Op 33 5 C major,
Bagatelles Op. 33 No. 6,Beethoven,Op33no6,1802,,piano,,,Bagatelle,,,,Germany,D major,,Beethoven,Bagatelles Op 33 6 D major,
Bagatelles Op. 33 No. 7,Beethoven,Op33no7,1802,,piano,,,Bagatelle,,,,Germany,Ab major,,Beethoven,Bagatelles Op 33 7 Ab major,
Diabelli Variations,Beethoven,Op120,,1819-1823,piano,,,ThemeAndVariations,,,,Germany,C major,,Beethoven,Beethoven Diabelli Variations Op 120 C major,
Beethoven Sonata 1 i ,Beethoven,Op2no1,,1793-1795,piano,,,SoloSonata,,FirstMovement,,Germany,F minor,,Beethoven,Beethoven Sonata 1 i Op 2 no 1 F minor,
Beethoven Sonata 1ii,Beethoven,Op2no1,,1793-1795,piano,,,SoloSonata,,SlowMovement,,Germany,F major,,Beethoven,Beethoven Sonata 1 ii Op 2 no 1 F major,
Beethoven Sonata 1 iii,Beethoven,Op2no1,,1793-1795,piano,,,SoloSonata,,DanceMovement,,Germany,F minor,,Beethoven,Beethoven Sonata 1 iii Op 2 no 1 F minor,
Beethoven Sonata 1 iv,Beethoven,Op2no1,,1793-1795,piano,,,SoloSonata,,LastMovement,,Germany,F minor,,Beethoven,Beethoven Sonata 1 iv F minor,
Piano Sonata 10 i,Beethoven,Op14no2,1799,,piano,,,SoloSonata,,FirstMovement,,Germany,G major,,Beethoven,Beethoven Sonata 10 i Op 14 no 2 G major,
Piano Sonata 10 ii,Beethoven,Op14no2,1799,,piano,,,SoloSonata,,Variation,,Germany,C major,,Beethoven,Beethoven Sonata 10 ii Op 14 no 2 C major,
Piano Sonata 10 iii,Beethoven,Op14no2,1799,,piano,,,SoloSonata,,LastMovement,,Germany,G major,,Beethoven,Beethoven Sonata 10 iii Op 14 no 2 G major,
Piano Sonata 11 i,Beethoven,Op22,1800,,piano,,,SoloSonata,,FirstMovement,,Germany,Bb major,,Beethoven,Beethoven Sonata 11 i Op 22 Bb major,
Piano Sonata 11 ii,Beethoven,Op22,1800,,piano,,,SoloSonata,,SlowMovement,,Germany,Eb major,,Beethoven,Beethoven Sonata 11 ii Op 22 Eb major,
Piano Sonata 11 iii,Beethoven,Op22,1800,,piano,,,SoloSonata,,DanceMovement,,Germany,Bb major,,Beethoven,Beethoven Sonata 11 iii Op 22 Bb major,
Piano Sonata 11 iv,Beethoven,Op22,1800,,piano,,,SoloSonata,,LastMovement,,Germany,Bb major,,Beethoven,Beethoven Sonata 11 iv Op 22 Bb major,
Beethoven Sonata 3 i ,Beethoven,Op2no3,,1794-1795,piano,,,SoloSonata,,FirstMovement,,Germany,C major,,Beethoven,Beethoven Sonata 3 i Op 2 no 3 C major,
Beethoven Sonata 3 ii,Beethoven,Op2no3,,1794-1795,piano,,,SoloSonata,,SlowMovement,,Germany,E major,,Beethoven,Beethoven Sonata 3 ii Op 2 no 3 E major,
Beethoven Sonata 3 iii,Beethoven,Op2no3,,1794-1795,piano,,,SoloSonata,,DanceMovement,,Germany,C major,,Beethoven,Beethoven Sonata 3 iii Op 2 no 3 C major,
Piano Sonata 4 ii,Beethoven,Op7,1797,,piano,,,SoloSonata,,SlowMovement,,Germany,C major,,Beethoven,Beethoven Sonata 4 ii Op 7 C major,
Piano Sonata 4 iii,Beethoven,Op7,1797,,piano,,,SoloSonata,,OtherMiddleMovement,,Germany,Eb major,,Beethoven,Beethoven Sonata 4 iii Eb major,
Piano Sonata 4 i,Beethoven,Op7,1797,,piano,,,SoloSonata,,FirstMovement,,Germany,Eb major,,Beethoven,Beethoven Sonata 4 Op 7 i Eb major,
Piano Sonata 5 i,Beethoven,Op10no1,1798,,piano,,,SoloSonata,,FirstMovement,,Germany,C minor,,Beethoven,Beethoven Sonata 5 i Op 10 no 1 C minor,
Piano Sonata 5 ii,Beethoven,Op10no1,1798,,piano,,,SoloSonata,,SlowMovement,,Germany,Ab major,,Beethoven,Beethoven Sonata 5 ii Op 10 no 1 Ab major,
Piano Sonata 5 iii,Beethoven,Op10no1,1798,,piano,,,SoloSonata,,LastMovement,,Germany,C minor,,Beethoven,Beethoven Sonata 5 iii C minor,
Piano Sonata 6 i,Beethoven,Op10no2,1798,,piano,,,SoloSonata,,FirstMovement,,Germany,F major,,Beethoven,Beethoven Sonata 6 i Op 10 no 2 F major,
Piano Sonata 6 ii,Beethoven,Op10no2,1798,,piano,,,SoloSonata,,DanceMovement,,Germany,F minor,,Beethoven,Beethoven Sonata 6 ii Op 10 no 2 F minor,
Piano Sonata 6 iii,Beethoven,Op10no2,1798,,piano,,,SoloSonata,,LastMovement,,Germany,F major,,Beethoven,Beethoven Sonata 6 iii Op 10 no 2 F major,
Piano Sonata 7 i,Beethoven,Op10no3,1798,,piano,,,SoloSonata,,FirstMovement,,Germany,D major,,Beethoven,Beethoven Sonata 7 i Op 10 no 3 D major,
Piano Sonata 7 ii,Beethoven,Op10no3,1798,,piano,,,SoloSonata,,SlowMovement,,Germany,D minor,,Beethoven,Beethoven Sonata 7 ii Op 10 no 3 D minor,
Piano Sonata 7 iii,Beethoven,Op10no3,1798,,piano,,,SoloSonata,,DanceMovement,,Germany,D major,,Beethoven,Beethoven Sonata 7 iii Op 10 no 3 D major,
Piano Sonata 7 iv,Beethoven,Op10no3,1798,,piano,,,SoloSonata,,LastMovement,,Germany,D major,,Beethoven,Beethoven Sonata 7 iv Op 10 no 3 D major,
Piano Sonata 8 ii,Beethoven,Op13,1798,,piano,,,SoloSonata,,SlowMovement,,Germany,Ab major,,Beethoven,Beethoven Sonata 8 ii Op 13 Ab major,
Piano Sonata 8 iii,Beethoven,Op13,1798,,piano,,,SoloSonata,,LastMovement,,Germany,C minor,,Beethoven,Beethoven Sonata 8 iii Op 13 C minor,
Piano Sonata 8 i,Beethoven,Op13,1798,,piano,,,SoloSonata,,FirstMovement,,Germany,C minor,,Beethoven,Beethoven Sonata 8 Op 18 i C minor,
Piano Sonata 9 i,Beethoven,Op14no1,1798,,piano,,,SoloSonata,,FirstMovement,,Germany,E major,,Beethoven,Beethoven Sonata 9 i Op 14 no 1 E major,
Piano Sonata 9 ii,Beethoven,Op14no1,1798,,piano,,,SoloSonata,,DanceMovement,,Germany,E minor,,Beethoven,Beethoven Sonata 9 ii Op 14 no 1 E minor,
Piano Sonata 9 iii,Beethoven,Op14no1,1798,,piano,,,SoloSonata,,LastMovement,,Germany,E major,,Beethoven,Beethoven Sonata 9 iii Op 14 no 1 E major,
Cadenza WoO58 to Mozart D minor Concerto i,Beethoven,WoO58,,1790-1820,piano,,,Cadenza,,,,Germany,D minor,,Beethoven,Cadenza WoO58 to Mozart D minor Concerto i,ambiguous dates
Cadenza WoO58 to Mozart D minor Concerto iii,Beethoven,WoO58,,1790-1820,piano,,,Cadenza,,,,Germany,D minor,,Beethoven,Cadenza WoO58 to Mozart D minor Concerto iii,ambiguous dates
Cello Sonata #1 in F i,Beethoven,Op5no1,1796,,Cello,Piano,,AccompaniedSonata,,FirstMovement,,Germany,F major,,Beethoven,Cello Sonata 1 Op 5 1 i F major,
Cello Sonata #1 in F ii,Beethoven,Op5no1,1796,,Cello,Piano,,AccompaniedSonata,,LastMovement,,Germany,F major,,Beethoven,Cello Sonata 1 Op 5 1 ii F major,
Choral Fantasy Op 80,Beethoven,Op80,1808,,Piano,Orchestra,SATB,Concerto,,,,Germany,C minor,C major,Beethoven,Choral Fantasy Op 80 in C minor,
Consecration of the House Op. 124,Beethoven,Op124,1822,,Orchestra,,,Overture,,,,Germany,C major,,Beethoven,Consecration of the House Op 124 C major,
"Contradances for Orchestra, 1",Beethoven,WoO14,,1790-1820,orchestra,,,SoloDanceOneMovement,,ContraDance,,Germany,C major,,Beethoven,Contradances for orchestra WoO14 1 C major,
"Contradances for Orchestra, 2",Beethoven,WoO14,,1790-1820,orchestra,,,SoloDanceOneMovement,,ContraDance,,Germany,Eb major,,Beethoven,Contradances for orchestra WoO14 2 Eb major,
"Contradances for Orchestra, 3",Beethoven,WoO14,,1790-1820,orchestra,,,SoloDanceOneMovement,,ContraDance,,Germany,C major,,Beethoven,Contradances for orchestra WoO14 3 C major,
"Contradances for Orchestra, 3",Beethoven,WoO14,,1790-1820,orchestra,,,SoloDanceOneMovement,,ContraDance,,Germany,C major,,Beethoven,Contradances for orchestra WoO14 3 C major,
Coriolan Overture Op. 62,Beethoven,Op62,1807,,Orchestra,,,Overture,,,,Germany,C minor,,Beethoven,Coriolan Overture Op 62 C minor,
Duo for Violin and Cello i,Beethoven,WoO32,,1790-1820,Violin,Cello,,Duet,,FirstMovement,,Germany,Eb major,,Beethoven,Duo for Violin and Cello WoO 32 i Eb major,ambiguous dates
Duo for Violin and Cello ii,Beethoven,WoO32,,1790-1820,Violin,Cello,,Duet,,LastMovement,,Germany,Eb major,,Beethoven,Duo for Violin and Cello WoO 32 ii Eb major,ambiguous dates
Egmont Overture Op. 84,Beethoven,Op84,1810,,Orchestra,,,Overture,,,,Germany,F minor,,Beethoven,Egmont Overture Op 84 F minor,
Equali #2 for 4 Trombones WoO 30 No. 2,Beethoven,WoO30,,1790-1820,Trombone,Trombone,Trombone,MiscWindEnsemble,,,,Germany,Bb major,,Beethoven,Eguali 2 for 4 trombones Bb major,ambiguous dates
