Title,Composer,CatNo,Date,Range,Inst1,Inst2,Inst3,Genre,Subgenre,Species ,Species2,Nationality,Key,Modulation,Folder,Filename,Comments
Fantasia in C,Handel,HWV 490,,1703-1706,Harpsichord,,,OtherChamber,,Fantasy,,Germany,C Major,,H,Fantasia HWV 490 C Major,
Fantasia,Handel,HWV577,,1703-1705,Harpsichord,,,Fantasy,,Fantasy,,Germany,C major,,Handel,Fantasia HWV577 C Major,
Fantasia,Handel,HWV577,,1703-1705,Harpsichord,,,Fantasy,,Fantasy,,Germany,C major,,Handel,Fantasia HWV577 C Major,
Flute Sonata Op.1 No.1b,Handel,HWV 359b,1724,,Flute,Piano,,SoloSonata,,,,Germany,E Minor,,Handel,Flute Sonata Op.1 No.1b HWV 359b E Minor,
Flute Sonata Op.1 No.2,Handel,HWV 360,,1725-1726,Flute,Piano,,SoloSonata,,,,Germany,G Minor,,Handel,Flute Sonata Op.1 No.2 HWV 360 G Minor,
Flute Sonata Op.1 No.5,Handel,HWV 363b,,1711-1716,Flute,Piano,,SoloSonata,,,,Germany,G Major,,Handel,Flute Sonata Op.1 No.5 HWV 363b G Major,
"From Harmony, From Heav'nly Harmony",Handel,HWV 76,1739,,StringQuintet,Organ,Tenor,OtherSpecified,Ode,OtherMiddleMovement,,Germany,D Major,,Handel,From Harmony I HWV 76 D Major,
From Harmony,Handel,HWV 76,1739,,StringQuintet,,,OtherSpecified,Ode,OtherMiddleMovement,,Germany,D Major,,Handel,From Harmony II HWV 76 D Major,
Gavotte,Handel,HWV 313,,1715-1718,StringQuartet,Flute,Oboe,DoubleConcerto,,LastMovement,,Germany,Bb Major,,Handel,Gavotte HWV 313 Bb Major,
Gavotte in G,Handel,HWV 491,1705,,Harpsichord,Flute,Cello,OtherChamber,,,Gavotte,Germany,C major,,H,Gavotte HWV 491 C Major,
Gigue,Handel,HWV 327,1739,,Orchestra,,,SoloConcerto,,LastMovement,,Germany,F Major,,Handel,Gigue HWV 327 F Major,
Gigue,Handel,HWV 350,1717,,Orchestra,,,OtherSpecified,Suite,LastMovement,,Germany,G Major,,Handel,Gigue HWV 350 G Major,
Gigue,Handel,HWV 437,,1703-1706,Harpsichord,,,OtherSpecified,Suite,LastMovement,,Germany,D Minor,,Handel,Gigue HWV 437 D Minor,
Suite in D Minor Gigue,Handel,HWV 437,1733,,Harpsichord,,,SoloSonata,,,Gigue,Germany,D Minor,,H,Gigue HWV 437 D Minor,
Gigue HWV 438 E Minor,Handel,HWV438,,1710-1733,Harpsichord,,,SoloSuitePartita,,Gigue,,Germany,E minor,,Handel,Gigue HWV 438 E Minor,
Gigue HWV 438 E Minor,Handel,HWV438,,1710-1733,Harpsichord,,,SoloSuitePartita,,Gigue,,Germany,E minor,,Handel,Gigue HWV 438 E Minor,
Suite de Pieces Gigue in E Minor,Handel,HWV 438,,1710-1717,Harpsichord,,,SoloSonata,,,Gigue,Germany,E Minor,,H,Gigue HWV 438 E Minor,
Gigue,Handel,HWV 441,,1703-1706,Harpsichord,,,SoloSuitePartita,,Gigue,,Germany,G major,,Handel,Gigue HWV 441 G Major,
Gigue,Handel,HWV492,,1726-1727,Harpsichord,,,SoloDanceOneMovement,,Gigue,,Germany,F major,,Handel,Gigue HWV492 F Major,
Gigue,Handel,HWV492,,1726-1727,Harpsichord,,,,,Gigue,,Germany,F major,,Handel,Gigue HWV492 F Major,
Grave,Handel,HWV 326,1739,,Orchestra,,,SoloConcerto,,SlowMovement,,Germany,C Minor,,Handel,Grave HWV 326 C Minor,
Hornpipe,Handel,HWV 325,1739,,Violin,Cello,Harpsichord,OrchestralSuite,,Hornpipe,,Germany,Bb Major,,Handel,Hornpipe HWV 325 Bb Major,
Hornpipe,Handel,HWV 348,1717,,Orchestra,,,OtherSpecified,Suite,OtherMiddleMovement,,Germany,F Major,,Handel,Hornpipe HWV 348 F Major,
Allegro (mvmt II),Handel,HWV 327,1739,,Orchestra,,,SoloConcerto,,OtherMiddleMovement,Allegro,Germany,F Major,,Handel,II. Allegro HWV 327 F Major,
Allegro (mvmt II),Handel,HWV 330,1739,,Orchestra,,,SoloConcerto,,OtherMiddleMovement,Allegro,Germany,B Minor,,Handel,II. Allegro HWV 330 B Minor,
Allegro (mvmt 2),Handel,HWV 361,,1725-1726,Violin,Piano,,SoloSonata,,OtherMiddleMovement,,Germany,A Major,,Handel,II. Allegro HWV 361 A Major,
Allegro (mvmt IV),Handel,HWV 319,1739,,Orchestra,,,SoloConcerto,,OtherMiddleMovement,Allegro,Germany,G Major,,Handel,IV. Allegro HWV 319 G Major,
Allegro (mvmt IV),Handel,HWV 322,1739,,Orchestra,,,SoloConcerto,,LastMovement,,Germany,A Minor,,Handel,IV. Allegro HWV 322 A Minor,
Allegro (mvmt IV),Handel,HWV 324,1739,,Orchestra,,,SoloConcerto,,OtherMiddleMovement,Allegro,Germany,G Minor,,Handel,IV. Allegro HWV 324 G Minor,
Allegro (mvmt IV),Handel,HWV 328,1739,,Orchestra,,,SoloConcerto,,OtherMiddleMovement,Allegro,Germany,D Minor,,Handel,IV. Allegro HWV 328 D Minor,
Allegro (mvmt 4),Handel,HWV 361,,1725-1726,Violin,Piano,,SoloSonata,,LastMovement,,Germany,A Major,,Handel,IV. Allegro HWV 361 A Major,
Keyboard Suite in G Allegro,Handel,HWV432,1720,,Harpsichord,,,SoloSonata,,FastMovement,,Germany,G Minor,,H,Keyboard Suite Allegro HWV432 G Minor,
Keyboard Suite in G Andante,Handel,HWV432,1720,,Harpsichord,,,SoloSonata,,SlowMovement,Andante,Germany,G Minor,,H,Keyboard Suite Andante HWV 432 G Minor,
Keyboard Suite in G Overture,Handel,HWV432,1720,,Harpsichord,,,SoloSonata,,FirstMovement,Overture,Germany,G minor,,H,Keyboard Suite Overture HWV 432 G Minor,
Keyboard Suite in G Passacaille,Handel,HWV432,1720,,Harpsichord,,,SoloSonata,,FastMovement,,Germany,G Minor,,H,Keyboard Suite Passacaille HWV432 G Minor,
Keyboard Suite in G Sarabande and Gigue,Handel,HWV432,1720,,Harpsichord,,,SoloSonata,,DanceMovement,,Germany,G Minor,,H,Keyboard Suite Sarabande and Gigue HWV432 G Minor,
La mia sorte fortunata,Handel,HWV 6,,1709-1710,Orchestra,Bass,,Opera,,Aria,,Germany,G Minor,,Handel,La Mia HWV 6 G Minor,
La Paix,Handel,HWV 351,1749,,Orchestra,,,OtherSpecified,Suite,SlowMovement,,Germany,D Major,,Handel,La Paix HWV 351 D Major,
La Rejouissance,Handel,HWV 351,1749,,Orchestra,,,OtherSpecified,Suite,OtherMiddleMovement,,Germany,D Major,,Handel,La Rejouissance HWV 351 D Major,
Larghetto affettuoso,Handel,HWV 322,1739,,Orchestra,,,SoloConcerto,,FirstMovement,,Germany,A Minor,,Handel,Larghetto Affettuoso HWV 322 A Minor,
Larghetto and allegro,Handel,HWV 295,1739,,Organ,,,OtherSpecified,Concerto,OtherSpecified,First Two Movements,Germany,F Major,,Handel,Larghetto and Allegro HWV 295 F Major,
Larghetto e piano,Handel,HWV 330,1739,,Orchestra,,,SoloConcerto,,SlowMovement,,Germany,F Minor,Fminor-Fmajor,Handel,Larghetto e piano HWV 330 F Minor,
Larghetto,Handel,HWV 294,1736,,Organ,,,OtherSpecified,Concerto,SlowMovement,,Germany,G Minor,,Handel,Larghetto HWV 294 G Minor,
Larghetto,Handel,HWV 321,1739,,Orchestra,,,SoloConcerto,,FirstMovement,,Germany,E Minor,,Handel,Larghetto HWV 321 E Minor,
Larghetto,Handel,HWV 327,1739,,Orchestra,,,SoloConcerto,,SlowMovement,,Germany,D Minor,,Handel,Larghetto HWV 327 D Minor,
Largo affettuoso,Handel,HWV 324,1739,,Orchestra,,,SoloConcerto,,FirstMovement,,Germany,G Minor,,Handel,Largo affettuoso HWV 324 G Minor,
Largo e piano,Handel,HWV 322,1739,,Orchestra,,,SoloConcerto,,SlowMovement,,Germany,F Major,,Handel,Largo e piano HWV 322 F Major,
Largo e piano,Handel,HWV 325,1739,,Orchestra,,,SoloConcerto,,SlowMovement,,Germany,G Minor,,Handel,Largo e piano HWV 325 G Minor,
Largo e staccato,Handel,HWV 329,1739,,Orchestra,,,SoloConcerto,,OtherMiddleMovement,,Germany,D Minor,Dminor-Fminor,Handel,Largo e staccato HWV 329 D Minor,
Largo,Handel,HWV 313,,1715-1718,StringQuartet,Flute,Oboe,DoubleConcerto,,SlowMovement,,Germany,G Minor,,Handel,Largo HWV 313 G Minor,
Largo,Handel,HWV 320,1739,,Orchestra,,,SoloConcerto,,SlowMovement,,Germany,F Major,,Handel,Largo HWV 320 F Major,
Largo,Handel,HWV 323,1739,,Orchestra,,,SoloConcerto,,SlowMovement,,Germany,B Minor,,Handel,Largo HWV 323 B Minor,
Largo,Handel,HWV 325,1739,,Orchestra,,,SoloConcerto,,FirstMovement,,Germany,Bb Major,,Handel,Largo HWV 325 Bb Major,
Largo,Handel,HWV 327,1739,,Orchestra,,,SoloConcerto,,FirstMovement,,Germany,F Major,,Handel,Largo HWV 327 F Major,
Largo,Handel,HWV 330,1739,,Orchestra,,,SoloConcerto,,FirstMovement,,Germany,B Minor,,Handel,Largo HWV 330 B Minor,
Lentement,Handel,HWV 349,1717,,Orchestra,,,OtherSpecified,Suite,SlowMovement,,Germany,D Major,,Handel,Lentement HWV 349 D Major,
Lusinghiera mia speranza,Handel,HWV 6,,1709-1710,Orchestra,Bass,,Opera,,Aria,,Germany,D Minor,,Handel,Lusinghiera HWV 6 D Minor,
March,Handel,HWV 76,1739,,Orchestra,,,OtherSpecified,Ode,March,,Germany,D Major,,Handel,March HWV 76 D Major,
Meine Seele,Handel,HWV 207,,1724-1726,Violin,Cello,Soprano,Opera,,Aria,,Germany,Bb Major,,Handel,Meine Seele HWV 207 Bb Major,
Menuet I,Handel,HWV 351,1749,,Orchestra,,,OtherSpecified,Suite,Minuet,,Germany,D Minor,,Handel,Menuet I HWV 351 D Minor,
Menuet II,Handel,HWV 351,1749,,Orchestra,,,OtherSpecified,Suite,Minuet,,Germany,D Major,,Handel,Menuet II HWV 351 D Major,
Minuet and Trio,Handel,HWV 348,1717,,Orchestra,,,OtherSpecified,Suite,Minuet,,Germany,F Major,,Handel,Minuet and Trio HWV 348 F Major,
Minuet,Handel,HWV 323,1739,,Orchestra,,,SoloConcerto,,LastMovement,Minuet,Germany,D Major,,Handel,Minuet HWV 323 D Major,
Minuet,Handel,HWV 327,1739,,Orchestra,,,SoloConcerto,,OtherMiddleMovement,,Germany,F Minor,,Handel,Minuet HWV 327 F Minor,
Minuet,Handel,HWV 348,1717,,Orchestra,,,OtherSpecified,Suite,Minuet,,Germany,F Major,,Handel,Minuet HWV 348 F Major,
Minuet,Handel,HWV 349,1717,,Orchestra,,,OtherSpecified,Suite,Minuet,,Germany,D Major,,Handel,Minuet HWV 349 D Major,
Minuet,Handel,HWV 350,1717,,Orchestra,,,OtherSpecified,Suite,Minuet,,Germany,G Minor,,Handel,Minuet HWV 350 G Minor,
Moderato,Handel,HWV 313,,1715-1718,StringQuartet,Flute,Oboe,DoubleConcerto,,OtherMiddleMovement,Moderato,Germany,Eb Major,,Handel,Moderato HWV 313 Eb Major,
Musette,Handel,HWV 324,1739,,Orchestra,,,SoloConcerto,,OtherMiddleMovement,Musette,Germany,Eb Major,,Handel,Musette HWV 324 Eb Major,
Oboe Concerto No. 3,Handel,HWV 287,,1704-1705,Oboe,Harpsichord,StringQuintet,SoloConcerto,,,,Germany,G Minor,,Handel,Oboe Concerto No. 3 HWV 287 G Minor,
Organ Concerto Op.4 No. 4,Handel,HWV 292,1735,,Organ,,,OtherSpecified,Concerto,,,Germany,F Major,,Handel,Organ Concerto Op.4 No. 4 HWV 292 F Major,
Organ Concerto Op.7 No.6,Handel,HWV 311,,1748-1749,Organ,,,OtherSpecified,Concerto,,,Germany,Bb Major,,Handel,Organ Concerto Op.7 No.6 HWV 311 Bb Major,
Orpheus Could Lead the Savage Race,Handel,HWV 76,1739,,Orchestra,,,OtherSpecified,Ode,OtherMiddleMovement,,Germany,D Minor,,Handel,Orpheus HWV 76 D Minor,
Ouverture,Handel,HWV 328,1739,,Orchestra,,,SoloConcerto,,Overture,,Germany,D Minor,,Handel,Ouverture HWV 328 D Minor,
Ouverture,Handel,HWV 351,1749,,Orchestra,,,OtherSpecified,Suite,FirstMovement,,Germany,D Major,,Handel,Ouverture HWV 351 D Major,
Ouverture,Handel,HWV 76,1739,,Orchestra,,,OtherSpecified,Ode,FirstMovement,,Germany,D Major,,Handel,Ouverture HWV 76 D Major,
Overture (Allegro),Handel,HWV 349,1717,,Orchestra,,,OtherSpecified,Suite,FirstMovement,,Germany,D Major,,Handel,Overture (Allegro) HWV 349 D Major,
Overture and Allegro,Handel,HWV 323,1739,,Orchestra,,,SoloConcerto,,FirstMovement,,Germany,D Major,,Handel,Overture and Allegro HWV 323 D Major,
Overture,Handel,HWV 348,1717,,Orchestra,,,OtherSpecified,Suite,FirstMovement,,Germany,F Major,,Handel,Overture HWV 348 F Major,
Suite No. 7,Handel,HWV432,,1715-1720,Harpsichord,,,SoloSuitePartita,,Overture,,Germany,G minor,,Handel,Overture HWV432 G Minor,
Suite No. 7,Handel,HWV432,,1715-1720,Harpsichord,,,SoloSuitePartita,,Overture,,Germany,G minor,,Handel,Overture HWV432 G Minor,
Suite No. 7,Handel,HWV432,,1715-1720,Harpsichord,,,SoloSuitePartita,,ChaconneGround,Passacaglia,Germany,G minor,,Handel,Passacaglia HWV432 G Minor,
Suite No. 7,Handel,HWV432,,1715-1720,Harpsichord,,,SoloSuitePartita,,OtherSpecified,Passacaglia,Germany,G minor,,Handel,Passacaglia HWV432 G Minor,
Passacaile,Handel,HWV 432,1720,,Harpsichord,,,SoloSuitePartita,,OtherSpecified,Passacaglia,Germany,G minor,,Handel,Passacaile HWV 432 G Minor,
Pastoral Symphony,Handel,HWV 56,1742,,Orchestra,,,Oratorio,,Sinfonia(Intro),,Germany,C Major,,Handel,Pastoral Symphony HWV 56 C Major,
Polonaise,Handel,HWV 321,1739,,Orchestra,,,SoloConcerto,,Polonaise,,Germany,G Major,,Handel,Polonaise HWV 321 G Major,
Prelude,Handel,HWV598,,1730-1740,Harpsichord,,,Prelude,,Prelude,,Germany,C major,,Handel,Prelude HWV598 C Major,
Prelude,Handel,HWV598,,1730-1740,Harpsichord,,,,,Prelude,,Germany,C major,,Handel,Prelude HWV598 C Major,
Presto,Handel,HWV 323,1739,,Orchestra,,,SoloConcerto,,OtherMiddleMovement,Presto,Germany,D Major,,Handel,Presto HWV 323 D Major,
Recorder Sonata Op.1 No.11,Handel,HWV 369,,1725-1726,Flute,Piano,,SoloSonata,,,,Germany,F Major,,Handel,Recorder Sonata Op.1 No.11 HWV 369 F Major,
Recorder Sonata Op.1 No.4,Handel,HWV 362,,1725-1726,Flute,Piano,,SoloSonata,,,,Germany,A Minor,,Handel,Recorder Sonata Op.1 No.4 HWV 362 A Minor,
Recorder Sonata Op.1 No.7,Handel,HWV 365,,1725-1726,Flute,Piano,,SoloSonata,,,,Germany,C Major,,Handel,Recorder Sonata Op.1 No.7 HWV 365 C Major,
Rigaudon,Handel,HWV 350,1717,,Orchestra,,,OtherSpecified,Suite,OtherMiddleMovement,,Germany,G Major,,Handel,Rigaudon HWV 350 G Major,
Sarabande,Handel,HWV 437,,1703-1706,Harpsichord,,,OtherSpecified,Suite,Sarabande,,Germany,D Minor,,Handel,Sarabande HWV 437 D Minor,
Sarabande,Handel,HWV 437,,1703-1706,Harpsichord,,,SoloSuitePartita,,Sarabande,,Germany,D Minor,,Handel,Sarabande HWV 437 D Minor,
Suite No. 7,Handel,HWV432,,1715-1720,Harpsichord,,,SoloSuitePartita,,DanceMovement,Sarabande/Gigue,Germany,G minor,,Handel,SarabandeGigue HWV432 G Minor,
Suite No. 7,Handel,HWV432,,1715-1720,Harpsichord,,,SoloSuitePartita,,OtherSpecified,Sarabande/Gigue,Germany,G minor,,Handel,SarabandeGigue HWV432 G Minor,
Sharp Violins Proclaim,Handel,HWV 76,1739,,Orchestra,,,OtherSpecified,Ode,OtherMiddleMovement,,Germany,A Major,,Handel,Sharp Violins HWV 76 A Major,
Siciliana,Handel,HWV 326,1739,,Orchestra,,,SoloConcerto,,OtherMiddleMovement,Siciliana,Germany,C Minor,,Handel,Siciliana HWV 326 C Minor,
Sinfonia (Allegro),Handel,HWV 350,1717,,Orchestra,,,OtherSpecified,Suite,FirstMovement,,Germany,G Major,,Handel,Sinfonia (Allegro) HWV 350 G Major,
Suite No. 1,Handel,HWV434,,1710-1717,Harpsichord,,,SoloSuitePartita,,FirstMovement,,Germany,Bb major,,Handel,Suite 1 HWV434 Bb Major,
Suite No. 1,Handel,HWV434,,1710-1717,Harpsichord,,,SoloSuitePartita,,,,Germany,Bb major,,Handel,Suite 1 HWV434 Bb Major,
Suite No. 5,Handel,HWV430,1720,,Harpsichord,,,SoloSuitePartita,,LastMovement,,Germany,E major,,Handel,Suite 5 HWV430 E Major,
Suite No. 5,Handel,HWV430,1720,,Harpsichord,,,SoloSuitePartita,,LastMovement,,Germany,E major,,Handel,Suite 5 HWV430 E Major,
Suite in Bb Major Air with Variations,Handel,HWV434,1733,,Harpsichord,,,SoloSonata,,Aria,Variation,Germany,Bb Major,,H,Suite de Pieces Air and Variations HWV434 Bb Major,
Tanti Strali,Handel,HWV197,1711,,Harpsichord,Soprano,Alto,Opera,,OperaDuet,,Germany,G major,,Handel,Tanti Strali HWV197 G Major,
Tanti Strali,Handel,HWV197,1711,,Harpsichord,Soprano,Alto,Opera,,OperaDuet,,Germany,G major,,Handel,Tanti Strali HWV197 G Major,
Allegro (mvmt V),Handel,HWV 319,1739,,Orchestra,,,SoloConcerto,,LastMovement,,Germany,G Major,,Handel,V. Allegro HWV 319 G Major,
Allegro (mvmt V),Handel,HWV 324,1739,,Orchestra,,,SoloConcerto,,LastMovement,,Germany,G Minor,,Handel,V. Allegro HWV 324 G Minor,
Allegro (mvmt V),Handel,HWV 328,1739,,Orchestra,,,SoloConcerto,,OtherMiddleMovement,Allegro,Germany,D Minor,,Handel,V. Allegro HWV 328 D Minor,
Allegro (mvmt V),Handel,HWV 329,1739,,Orchestra,,,SoloConcerto,,LastMovement,Allegro,Germany,A Major,,Handel,V. Allegro HWV 329 A Major,
Allegro,Handel,HWV 330,1739,,Orchestra,,,SoloConcerto,,LastMovement,,Germany,B Minor,,Handel,V. Allegro HWV 330 B Minor,
Variations (5 Doubles),Handel,HWV 428,1720,,Harpsichord,,,SoloSuitePartita,,Variation,,Germany,D Minor,,Handel,Variations HWV 428 D Minor,
Vivace,Handel,HWV 313,,1715-1718,StringQuartet,Flute,Oboe,DoubleConcerto,,FirstMovement,,Germany,Bb Major,,Handel,Vivace HWV 313 Bb Major,
Vivace,Handel,HWV 317,,1733-1734,Orchestra,,,SoloConcerto,,FirstMovement,,Germany,D Major,,Handel,Vivace HWV 317 D Major,
What Passion Cannot Music Raise and Quell?,Handel,HWV 76,1739,,StringQuintet,Organ,Soprano,OtherSpecified,Ode,OtherMiddleMovement,,Germany,G Major,,Handel,What Passion HWV 76 G Major,
Zadok the Priest,Handel,HWV 258,1727,,Orchestra,,,OtherSpecified,Anthem,,,Germany,D Major,,Handel,Zadok the Priest HWV 258 D Major,
March,Handel,,,,,,,March,,March,,,,,Handel,,
The Virtuoso Pianist Etude 2,Hanon,,1873,,Piano,,,Etude,,,,France,C Major,,H, The Virtuoso Pianist Etude no2 C Major,
The Virtuoso Pianist Etude 1,Hanon,,1873,,Piano,,,Etude,,,,France,C Major,,H,The Virtuoso Pianist Etude No1 C Major,
The Virtuoso Pianist Etude 3,Hanon,,1873,,Piano,,,Etude,,,,France,C Major,,H,The Virtuoso Pianist Etude No3 C Major,
The Virtuoso Pianist Etude 4,Hanon,,1873,,Piano,,,Etude,,,,France,C Major,,H,The Virtuoso Pianist Etude No4 C major,
Sonatina in C,Haslinger,,,1810-1830,Piano,,,SoloSonata,,,,Austria,C Major,,H,Sonatina in C Major,
Alcide al Bivio: Sinfonia: Allegro Assai,Hasse,,1760,,Orchestra,,,Opera,,Overture,,Germany,D Major,,H,Alcide al Bivio.Sinfonia.Allegro Assai D Major,
Alcide al Bivio: Sinfonia: Maestoso-Allegro di Molto e Con Spirito,Hasse,,1760,,Orchestra,,,Opera,,Overture,,Germany,D Major,,H,Alcide al Bivio.Sinfonia.Maestoso-Allegro di Molto e Con Spirito D Major ,
Alcide al Bivio: Sinfonia: Un Poco Lento,Hasse,,1760,,Orchestra,,,Opera,,Overture,,Germany,A Major,,H,Alcide al Bivio.Sinfonia.Un Poco Lento A Major,
"Antonio e Cleopatra: Morte, col fiero aspetto",Hasse,,1735,,Soprano,Orchestra,,Opera,,Aria,,Germany,G Minor,,H,"Antonio e Cleopatra.Morto, col fierro aspetto G Minor",
Aria,Hasse,,,1720-1760,Lute,,,SoloSonata,,,,Germany,A Major,,H,Aria A Major,
Arminio: Cosi talora gl'opressi ancora,Hasse,,1730,,SATB,Orchestra,,Opera,,OperaChorus,,Germany,G Major,,H,Arminio. Cosi talora gl'opressi ancora G Major,
Arminio: D'Anima forte il vanto,Hasse,,1730,,Soprano,Orchestra,,Opera,,Aria,,Germany,G Major,,H,Arminio.D'Anima forte il vanto,
Arminio: Se col pianto e coll'affano,Hasse,,1730,,Soprano,Orchestra,,Opera,,Aria,,Germany,Eb Major,,H,Arminio.Se col pianto e coll'affano Eb Major,
Arminio: Se mia speranza sola,Hasse,,1730,,Soprano,Orchestra,,Opera,,Aria,,Germany,D Major,,H,Arminio.Se mia speranza sola D Major,
Arminio: Solcar pensa un mar sicuro,Hasse,,1730,,Tenor,Orchestra,,Opera,,Aria,,Germany,Bb Major,,H,Arminio.Solcar pensa un mar sicuro Bb Major,
Arminio: Ti Sapro Ferir,Hasse,,1730,,Soprano,Tenor,Orchestra,Opera,,OperaTrio,,Germany,Bb Major,,H,Arminio.Ti Sapro Ferir Bb Major,
"Arminio: Vanne, superbo, audace",Hasse,,1730,,Soprano,Orchestra,,Opera,,Aria,,Germany,F Major,,H,"Arminio.Vanne,superbo,audace F Major",
Artaserse: Pallido il sole,Hasse,,1730,,Alto,Orchestra,,Opera,,Aria,,Germany,Eb Major,,H,Artaserse. Pallido il sole Eb Major,
Catone in Utica: In che t'offende,Hasse,,1731,,Alto,Orchestra,,Opera,,Aria,,Germany,A Major,,H,Catone in utica.in che t'offende A Major,
Demetrio: Scherza il nocchier talora,Hasse,,,1732-1740,Alto,Orchestra,,Opera,,Aria,,Germany,F Major,,H,Demetrio.Scherza il nocchier talora F Major,
Euristea: Vede il nocchier sponda,Hasse,,1732,,Soprano,Orchestra,,Opera,,Aria,,Germany,G Major,,H,Euristea.Vede il nocchier sponda G Major,
Flute Concerto in D 1. Allegro,Hasse,Op3No6,,1720-1760,Flute,Orchestra,,Concerto,,,,Germany,D Major,,H,Flute Concerto Op3No6 D Major,
Flute/Violin Sonata in E - Adagio,Hasse,Op5No5,,1720-1760,Flute,Harpsichord,,AccompaniedSonata,,,,Germany,E Minor,,H,Flute.Violin Sonata Op5No5 E Minor,
La Conversione di Sant'Agostino: Introduzione ,Hasse,,1750,,Orchestra,,,Oratorio,,Overture,,Germany,Bb Major,,H,La Conversione di Sant'Agostino. Introduzione Bb Major,
La Conversione di Sant'Agostino: Sento orror tuo delitto,Hasse,,1750,,Alto,Orchestra,,Oratorio,,Aria,,Germany,Eb Major,,H,La Conversione di Sant'Agostino.Sento orror tuo delitto Eb Major,
Oboe Concerto in F,Hasse,,,1720-1760,Oboe,Orchestra,,Concerto,,,,Germany,F Major,,H,Oboe Concerto F Major,
"Ruggiero, ovvero l'eroica gratitudine: Di quello ch'io provo",Hasse,,1771,,Alto,Orchestra,,Opera,,Aria,,Germany,D Major,,H,"Ruggiero, ovvero l'eroica gratitudine.Di quello chio'provo D Major",
"Ruggiero, ovvero l'eroica gratitudine: Sinfonia",Hasse,,1771,,Orchestra,,,Opera,,Overture,,Germany,D Major,,H,"Ruggiero, ovvero l'eroica gratitudine.Sinfonia D Major",
Sesostrate: Se di figlia acquista,Hasse,,1726,,Alto,Orchestra,,Opera,,Aria,,Germany,D Major,,H,Sesostrate.Se di figlia acquista D Major,
Sinfonia to Arminio: I Allegro e con spirito-Lento,Hasse,,1730,,Orchestra,,,Opera,,Overture,,Germany,G Major,,H,Sinfonia to Arminio I Allegro e con spirito-Lento G Major,
Sinfonia to Arminio: II Alla Polacca,Hasse,,1730,,Orchestra,,,Opera,,Overture,,Germany,G Minor,,H,Sinfonia to Arminio II Alla Pollaca G Minor,
Sinfonia to Arminio: III Allegro Assai,Hasse,,1730,,Orchestra,,,Opera,,Overture,,Germany,G Major,,H,Sinfonia to Arminio III Allegro Assai G Major,
Sinfonia to Siroe I Allegro Assai,Hasse,,,1733-1763,Orchestra,,,Opera,,Overture,,Germany,G Major,,H,Sinfonia to Siroe I Allegro Assai G Major,
Sinfonia to Siroe II Lento,Hasse,,1730,,Orchestra,,,Opera,,Overture,,Germany,G Major,,H,Sinfonia to Siroe II Lento G Major,
Sonata no. 2 in D for Cembalo,Hasse,,,1720-1760,Harpsichord,,,SoloSonata,,,,Germany,D minor,,H,Sonata No2 for Cembalo D Minor,
Baryton Trios Hob11-1 i A major,Haydn,Hob11no1,,1765-1766,Viola,Cello,Baryton,Trio,,FirstMovement,,Austria,A major,,Haydn,Baryton Trios Hob11-1 i A major,
Baryton Trios Hob11-1 ii A major,Haydn,Hob11no1,,1765-1766,Viola,Cello,Baryton,Trio,,OtherMiddleMovement,,Austria,A major,,Haydn,Baryton Trios Hob11-1 ii A major,
Baryton Trios Hob11-1 iii A major,Haydn,Hob11no1,,1765-1766,Viola,Cello,Baryton,Trio,,DanceMovement,,Austria,A major,,Haydn,Baryton Trios Hob11-1 iii A major,
Baryton Trios Hob11-1 iv A major,Haydn,Hob11no1,,1765-1766,Viola,Cello,Baryton,Trio,,LastMovement,,Austria,A major,,Haydn,Baryton Trios Hob11-1 iv A major,
Baryton Trios Hob11-10 i A major,Haydn,Hob11no10,,1765-1766,Viola,Cello,Baryton,Trio,,FirstMovement,,Austria,A major,,Haydn,Baryton Trios Hob11-10 i A major,
Baryton Trios Hob11-10 ii A major,Haydn,Hob11no10,,1765-1766,Viola,Cello,Baryton,Trio,,SlowMovement,,Austria,A major,,Haydn,Baryton Trios Hob11-10 ii A major,
Baryton Trios Hob11-10 iii A major,Haydn,Hob11no10,,1765-1766,Viola,Cello,Baryton,Trio,,LastMovement,,Austria,A major,,Haydn,Baryton Trios Hob11-10 iii A major,
Baryton Trios Hob11-11 i D major,Haydn,Hob11no11,,1765-1766,Viola,Cello,Baryton,Trio,,FirstMovement,,Austria,D major,,Haydn,Baryton Trios Hob11-11 i D major,
Baryton Trios Hob11-11 ii A major,Haydn,Hob11no11,,1765-1766,Viola,Cello,Baryton,Trio,,DanceMovement,,Austria,A major,,Haydn,Baryton Trios Hob11-11 ii A major,
Baryton Trios Hob11-11 iii D major,Haydn,Hob11no11,,1765-1766,Viola,Cello,Baryton,Trio,,LastMovement,,Austria,D major,,Haydn,Baryton Trios Hob11-11 iii D major,
Baryton Trios Hob11-12 i A major,Haydn,Hob11no12,,1765-1766,Viola,Cello,Baryton,Trio,,FirstMovement,,Austria,A major,,Haydn,Baryton Trios Hob11-12 i A major,
Baryton Trios Hob11-12 ii A major,Haydn,Hob11no12,,1765-1766,Viola,Cello,Baryton,Trio,,OtherMiddleMovement,,Austria,A major,,Haydn,Baryton Trios Hob11-12 ii A major,
Baryton Trios Hob11-12 iii A major,Haydn,Hob11no12,,1765-1766,Viola,Cello,Baryton,Trio,,LastMovement,,Austria,A major,,Haydn,Baryton Trios Hob11-12 iii A major,
